Input Files Path : ./benchmarks/MKG-Y/
The toolkit is importing datasets.
Test Tail: 7276 6 14437 10198

Test Head: 7360 6 11100 93

Test Tail: 7360 6 11100 1756

Test Head: 7526 6 13166 1

Test Tail: 7526 6 13166 1

Test Head: 7549 6 7550 0

Test Tail: 7549 6 7550 0

Test Head: 7719 6 7720 0

Test Tail: 7719 6 7720 0

Test Head: 7889 6 14858 234

Test Tail: 7889 6 14858 10919

Test Head: 7914 6 10218 2

Test Tail: 7914 6 10218 10

Test Head: 8100 6 6213 122

Test Tail: 8100 6 6213 1010

Test Head: 8145 6 14830 1679

Test Tail: 8145 6 14830 9884

Test Head: 8289 6 9431 0

Test Tail: 8289 6 9431 0

Test Head: 8291 6 12428 20

Test Tail: 8291 6 12428 260

Test Head: 8308 6 2550 139

Test Tail: 8308 6 2550 373

Test Head: 8411 6 10671 884

Test Tail: 8411 6 10671 810

Test Head: 8480 6 9630 0

Test Tail: 8480 6 9630 1

Test Head: 8500 6 13844 670

Test Tail: 8500 6 13844 2955

Test Head: 8521 6 12028 53

Test Tail: 8521 6 12028 631

Test Head: 8521 6 12872 17

Test Tail: 8521 6 12872 164

Test Head: 8567 6 3576 28

Test Tail: 8567 6 3576 1793

Test Head: 8717 6 737 626

Test Tail: 8717 6 737 1505

Test Head: 9199 6 899 481

Test Tail: 9199 6 899 414

Test Head: 9238 6 7685 51

Test Tail: 9238 6 7685 9766

Test Head: 9482 6 14863 578

Test Tail: 9482 6 14863 10074

Test Head: 9622 6 4735 1652

Test Tail: 9622 6 4735 1230

Test Head: 9733 6 14808 59

Test Tail: 9733 6 14808 10528

Test Head: 9790 6 5316 60

Test Tail: 9790 6 5316 950

Test Head: 9887 6 1841 443

Test Tail: 9887 6 1841 473

Test Head: 10213 6 5088 0

Test Tail: 10213 6 5088 1

Test Head: 10213 6 14098 168

Test Tail: 10213 6 14098 8537

Test Head: 10237 6 10238 0

Test Tail: 10237 6 10238 2

Test Head: 10296 6 14800 169

Test Tail: 10296 6 14800 9658

Test Head: 10300 6 12556 0

Test Tail: 10300 6 12556 0

Test Head: 10343 6 10344 0

Test Tail: 10343 6 10344 0

Test Head: 10357 6 3743 36

Test Tail: 10357 6 3743 1281

Test Head: 10357 6 11235 78

Test Tail: 10357 6 11235 1400

Test Head: 10387 6 3326 785

Test Tail: 10387 6 3326 718

Test Head: 10437 6 12547 0

Test Tail: 10437 6 12547 2

Test Head: 10628 6 10629 0

Test Tail: 10628 6 10629 3

Test Head: 10628 6 14180 1827

Test Tail: 10628 6 14180 1896

Test Head: 10690 6 7571 2575

Test Tail: 10690 6 7571 3564

Test Head: 10772 6 8313 4121

Test Tail: 10772 6 8313 240

Test Head: 10772 6 14946 525

Test Tail: 10772 6 14946 2983

Test Head: 10851 6 14763 4115

Test Tail: 10851 6 14763 9423

Test Head: 10970 6 11961 0

Test Tail: 10970 6 11961 2

Test Head: 10996 6 14614 1527

Test Tail: 10996 6 14614 10641

Test Head: 11232 6 3533 0

Test Tail: 11232 6 3533 1

Test Head: 11379 6 14664 117

Test Tail: 11379 6 14664 11185

Test Head: 11379 6 14910 47

Test Tail: 11379 6 14910 10093

Test Head: 11402 6 14866 2537

Test Tail: 11402 6 14866 12056

Test Head: 11426 6 5358 219

Test Tail: 11426 6 5358 2083

Test Head: 11457 6 14435 16

Test Tail: 11457 6 14435 3047

Test Head: 11488 6 4072 0

Test Tail: 11488 6 4072 4

Test Head: 11507 6 6331 25

Test Tail: 11507 6 6331 108

Test Head: 11638 6 13172 91

Test Tail: 11638 6 13172 2245

Test Head: 11741 6 11742 0

Test Tail: 11741 6 11742 0

Test Head: 11769 6 14711 2536

Test Tail: 11769 6 14711 13953

Test Head: 11846 6 12734 0

Test Tail: 11846 6 12734 0

Test Head: 11851 6 8948 0

Test Tail: 11851 6 8948 25

Test Head: 11891 6 11892 0

Test Tail: 11891 6 11892 0

Test Head: 11924 6 14250 10984

Test Tail: 11924 6 14250 6265

Test Head: 12149 6 11362 4

Test Tail: 12149 6 11362 49

Test Head: 12188 6 12189 0

Test Tail: 12188 6 12189 0

Test Head: 12281 6 14972 26

Test Tail: 12281 6 14972 5708

Test Head: 12312 6 6733 261

Test Tail: 12312 6 6733 915

Test Head: 12642 6 10094 713

Test Tail: 12642 6 10094 397

Test Head: 12676 6 14861 52

Test Tail: 12676 6 14861 12082

Test Head: 12691 6 11428 73

Test Tail: 12691 6 11428 1636

Test Head: 12691 6 13756 165

Test Tail: 12691 6 13756 1298

Test Head: 12741 6 45 0

Test Tail: 12741 6 45 0

Test Head: 12759 6 14979 783

Test Tail: 12759 6 14979 9816

Test Head: 13210 6 8731 3

Test Tail: 13210 6 8731 12

Test Head: 13210 6 10436 1

Test Tail: 13210 6 10436 0

Test Head: 13210 6 14856 15

Test Tail: 13210 6 14856 12536

Test Head: 13584 6 6352 92

Test Tail: 13584 6 6352 54

Test Head: 13701 6 7014 2676

Test Tail: 13701 6 7014 826

Test Head: 14062 6 10394 520

Test Tail: 14062 6 10394 5478

Test Head: 14115 6 5042 3

Test Tail: 14115 6 5042 17

Test Head: 14115 6 8198 1027

Test Tail: 14115 6 8198 2569

Test Head: 14231 6 1404 569

Test Tail: 14231 6 1404 530

Test Head: 14246 6 5175 2074

Test Tail: 14246 6 5175 1033

Test Head: 14361 6 4431 1679

Test Tail: 14361 6 4431 377

Test Head: 14481 6 14482 6627

Test Tail: 14481 6 14482 7867

Test Head: 14523 6 12529 13297

Test Tail: 14523 6 12529 3515

Test Head: 14706 6 14707 1249

Test Tail: 14706 6 14707 2872

Test Head: 14750 6 14751 5905

Test Tail: 14750 6 14751 7664

Test Head: 14836 6 11510 7938

Test Tail: 14836 6 11510 777

Test Head: 14836 6 14837 3489

Test Tail: 14836 6 14837 4094

Test Head: 14884 6 14885 9995

Test Tail: 14884 6 14885 8862

Test Head: 14884 6 14997 11872

Test Tail: 14884 6 14997 10897

Test Head: 14900 6 11830 8900

Test Tail: 14900 6 11830 913

Test Head: 14943 6 14944 9550

Test Tail: 14943 6 14944 7744

Test Head: 14945 6 2468 12805

Test Tail: 14945 6 2468 1604

Test Head: 14960 6 12643 9278

Test Tail: 14960 6 12643 18

Test Head: 14968 6 11236 11281

Test Tail: 14968 6 11236 209

Test Head: 14998 6 6043 11389

Test Tail: 14998 6 6043 2473

Test Head: 1893 7 21 132

Test Tail: 1893 7 21 0

Test Head: 2042 7 21 856

Test Tail: 2042 7 21 0

Test Head: 2292 7 21 717

Test Tail: 2292 7 21 0

Test Head: 4593 7 21 150

Test Tail: 4593 7 21 0

Test Head: 6357 7 21 212

Test Tail: 6357 7 21 0

Test Head: 6677 7 21 1878

Test Tail: 6677 7 21 0

Test Head: 9675 7 8938 7215

Test Tail: 9675 7 8938 1

Test Head: 11196 7 4462 121

Test Tail: 11196 7 4462 4

Test Head: 13426 7 10607 0

Test Tail: 13426 7 10607 0

Test Head: 14601 7 8938 12102

Test Tail: 14601 7 8938 9

Test Head: 14918 7 7291 8803

Test Tail: 14918 7 7291 52

Test Head: 65 8 3003 0

Test Tail: 65 8 3003 0

Test Head: 618 8 6296 1

Test Tail: 618 8 6296 1

Test Head: 772 8 13933 1

Test Tail: 772 8 13933 1

Test Head: 813 8 812 1

Test Tail: 813 8 812 1

Test Head: 1409 8 11266 1574

Test Tail: 1409 8 11266 205

Test Head: 1912 8 1911 0

Test Tail: 1912 8 1911 0

Test Head: 2146 8 11123 0

Test Tail: 2146 8 11123 0

Test Head: 2478 8 5304 0

Test Tail: 2478 8 5304 0

Test Head: 2535 8 2323 0

Test Tail: 2535 8 2323 0

Test Head: 2765 8 2539 0

Test Tail: 2765 8 2539 0

Test Head: 3528 8 3397 1

Test Tail: 3528 8 3397 0

Test Head: 3587 8 3586 0

Test Tail: 3587 8 3586 0

Test Head: 3619 8 3618 0

Test Tail: 3619 8 3618 0

Test Head: 3736 8 13694 0

Test Tail: 3736 8 13694 0

Test Head: 3906 8 3905 0

Test Tail: 3906 8 3905 0

Test Head: 5469 8 5468 0

Test Tail: 5469 8 5468 0

Test Head: 5755 8 11338 3691

Test Tail: 5755 8 11338 11030

Test Head: 6301 8 6300 0

Test Tail: 6301 8 6300 0

Test Head: 6323 8 12424 0

Test Tail: 6323 8 12424 0

Test Head: 6641 8 3534 0

Test Tail: 6641 8 3534 0

Test Head: 6795 8 4196 0

Test Tail: 6795 8 4196 0

Test Head: 7084 8 2877 0

Test Tail: 7084 8 2877 0

Test Head: 8092 8 1710 0

Test Tail: 8092 8 1710 0

Test Head: 8147 8 8967 0

Test Tail: 8147 8 8967 0

Test Head: 8435 8 1515 1

Test Tail: 8435 8 1515 0

Test Head: 8971 8 2474 0

Test Tail: 8971 8 2474 0

Test Head: 10251 8 10250 1

Test Tail: 10251 8 10250 0

Test Head: 10723 8 2123 0

Test Tail: 10723 8 2123 0

Test Head: 10926 8 9178 0

Test Tail: 10926 8 9178 0

Test Head: 10994 8 10993 0

Test Tail: 10994 8 10993 0

Test Head: 11338 8 5755 10403

Test Tail: 11338 8 5755 2898

Test Head: 11573 8 11572 0

Test Tail: 11573 8 11572 0

Test Head: 11787 8 14805 9767

Test Tail: 11787 8 14805 13426

Test Head: 12318 8 12317 1

Test Tail: 12318 8 12317 1

Test Head: 12382 8 12381 0

Test Tail: 12382 8 12381 0

Test Head: 12481 8 4118 10928

Test Tail: 12481 8 4118 320

Test Head: 12515 8 12514 0

Test Tail: 12515 8 12514 0

Test Head: 13050 8 13049 0

Test Tail: 13050 8 13049 0

Test Head: 13202 8 13201 0

Test Tail: 13202 8 13201 0

Test Head: 13282 8 628 0

Test Tail: 13282 8 628 0

Test Head: 14149 8 14148 0

Test Tail: 14149 8 14148 0

Test Head: 14357 8 14356 0

Test Tail: 14357 8 14356 0

Test Head: 14695 8 14694 9369

Test Tail: 14695 8 14694 8484

Test Head: 14805 8 11787 13163

Test Tail: 14805 8 11787 9195

Test Head: 20 9 3478 200

Test Tail: 20 9 3478 1343

Test Head: 20 9 12215 51

Test Tail: 20 9 12215 267

Test Head: 42 9 9169 41

Test Tail: 42 9 9169 153

Test Head: 50 9 2210 18

Test Tail: 50 9 2210 17

Test Head: 56 9 4282 0

Test Tail: 56 9 4282 7

Test Head: 71 9 13107 6

Test Tail: 71 9 13107 8

Test Head: 75 9 6279 11

Test Tail: 75 9 6279 52

Test Head: 95 9 6790 1

Test Tail: 95 9 6790 6

Test Head: 96 9 7662 48

Test Tail: 96 9 7662 834

Test Head: 123 9 2080 284

Test Tail: 123 9 2080 504

Test Head: 135 9 14896 181

Test Tail: 135 9 14896 10204

Test Head: 206 9 6934 10688

Test Tail: 206 9 6934 688

Test Head: 215 9 10710 4

Test Tail: 215 9 10710 102

Test Head: 278 9 2354 38

Test Tail: 278 9 2354 304

Test Head: 283 9 3987 1

Test Tail: 283 9 3987 0

Test Head: 283 9 8318 192

Test Tail: 283 9 8318 999

Test Head: 294 9 5636 4

Test Tail: 294 9 5636 3

Test Head: 294 9 9066 140

Test Tail: 294 9 9066 1123

Test Head: 294 9 13710 24

Test Tail: 294 9 13710 501

Test Head: 300 9 14281 369

Test Tail: 300 9 14281 2284

Test Head: 318 9 11216 9

Test Tail: 318 9 11216 227

Test Head: 328 9 5023 118

Test Tail: 328 9 5023 558

Test Head: 328 9 10411 97

Test Tail: 328 9 10411 2204

Test Head: 342 9 11908 31

Test Tail: 342 9 11908 55

Test Head: 354 9 982 495

Test Tail: 354 9 982 1679

Test Head: 378 9 14804 1261

Test Tail: 378 9 14804 12942

Test Head: 386 9 4366 299

Test Tail: 386 9 4366 1365

Test Head: 391 9 5322 29

Test Tail: 391 9 5322 272

Test Head: 391 9 14594 44

Test Tail: 391 9 14594 8678

Test Head: 420 9 11421 195

Test Tail: 420 9 11421 642

Test Head: 430 9 9299 842

Test Tail: 430 9 9299 6289

Test Head: 455 9 12918 48

Test Tail: 455 9 12918 393

Test Head: 457 9 78 42

Test Tail: 457 9 78 121

Test Head: 457 9 9574 67

Test Tail: 457 9 9574 111

Test Head: 457 9 12940 22

Test Tail: 457 9 12940 53

Test Head: 471 9 13424 192

Test Tail: 471 9 13424 869

Test Head: 475 9 9939 235

Test Tail: 475 9 9939 988

Test Head: 481 9 9973 72

Test Tail: 481 9 9973 141

Test Head: 509 9 5912 455

Test Tail: 509 9 5912 252

Test Head: 517 9 12506 116

Test Tail: 517 9 12506 1015

Test Head: 530 9 10095 548

Test Tail: 530 9 10095 333

Test Head: 545 9 13829 0

Test Tail: 545 9 13829 0

Test Head: 612 9 13894 436

Test Tail: 612 9 13894 5100

Test Head: 618 9 8648 281

Test Tail: 618 9 8648 673

Test Head: 634 9 6942 0

Test Tail: 634 9 6942 5

Test Head: 634 9 14975 505

Test Tail: 634 9 14975 5283

Test Head: 653 9 14857 1564

Test Tail: 653 9 14857 12901

Test Head: 655 9 1098 41

Test Tail: 655 9 1098 570

Test Head: 659 9 11126 1637

Test Tail: 659 9 11126 363

Test Head: 686 9 3981 26

Test Tail: 686 9 3981 58

Test Head: 688 9 2846 2

Test Tail: 688 9 2846 9

Test Head: 688 9 3447 346

Test Tail: 688 9 3447 1771

Test Head: 692 9 11300 410

Test Tail: 692 9 11300 2025

Test Head: 705 9 14563 76

Test Tail: 705 9 14563 7762

Test Head: 717 9 8111 176

Test Tail: 717 9 8111 1029

Test Head: 736 9 12087 490

Test Tail: 736 9 12087 791

Test Head: 774 9 13940 20

Test Tail: 774 9 13940 51

Test Head: 810 9 13364 826

Test Tail: 810 9 13364 3375

Test Head: 812 9 5228 305

Test Tail: 812 9 5228 950

Test Head: 835 9 6230 934

Test Tail: 835 9 6230 1155

Test Head: 845 9 13577 68

Test Tail: 845 9 13577 383

Test Head: 848 9 856 253

Test Tail: 848 9 856 778

Test Head: 848 9 9336 26

Test Tail: 848 9 9336 112

Test Head: 869 9 14781 183

Test Tail: 869 9 14781 11795

Test Head: 875 9 2555 52

Test Tail: 875 9 2555 247

Test Head: 875 9 4375 155

Test Tail: 875 9 4375 567

Test Head: 875 9 5768 134

Test Tail: 875 9 5768 970

Test Head: 884 9 146 456

Test Tail: 884 9 146 343

Test Head: 896 9 5076 1

Test Tail: 896 9 5076 4

Test Head: 946 9 11666 441

Test Tail: 946 9 11666 288

Test Head: 951 9 12754 100

Test Tail: 951 9 12754 204

Test Head: 959 9 11053 362

Test Tail: 959 9 11053 2365

Test Head: 975 9 11013 27

Test Tail: 975 9 11013 65

Test Head: 979 9 8766 13

Test Tail: 979 9 8766 532

Test Head: 987 9 5307 9102

Test Tail: 987 9 5307 965

Test Head: 987 9 14454 2178

Test Tail: 987 9 14454 5745

Test Head: 991 9 1778 0

Test Tail: 991 9 1778 1

Test Head: 991 9 6171 0

Test Tail: 991 9 6171 0

Test Head: 1017 9 6341 83

Test Tail: 1017 9 6341 293

Test Head: 1017 9 7783 73

Test Tail: 1017 9 7783 432

Test Head: 1017 9 10832 16

Test Tail: 1017 9 10832 596

Test Head: 1031 9 14956 196

Test Tail: 1031 9 14956 8910

Test Head: 1061 9 8235 26

Test Tail: 1061 9 8235 104

Test Head: 1061 9 14206 188

Test Tail: 1061 9 14206 2301

Test Head: 1076 9 4385 68

Test Tail: 1076 9 4385 482

Test Head: 1076 9 7704 96

Test Tail: 1076 9 7704 175

Test Head: 1093 9 13744 660

Test Tail: 1093 9 13744 2082

Test Head: 1097 9 5582 6

Test Tail: 1097 9 5582 358

Test Head: 1105 9 13329 55

Test Tail: 1105 9 13329 2449

Test Head: 1113 9 10936 321

Test Tail: 1113 9 10936 31

Test Head: 1172 9 10890 208

Test Tail: 1172 9 10890 1646

Test Head: 1177 9 8696 66

Test Tail: 1177 9 8696 668

Test Head: 1179 9 4514 37

Test Tail: 1179 9 4514 241

Test Head: 1201 9 13709 6

Test Tail: 1201 9 13709 19

Test Head: 1203 9 9497 77

Test Tail: 1203 9 9497 5293

Test Head: 1216 9 6934 123

Test Tail: 1216 9 6934 1938

Test Head: 1216 9 7391 303

Test Tail: 1216 9 7391 832

Test Head: 1216 9 9461 247

Test Tail: 1216 9 9461 2891

Test Head: 1216 9 9673 197

Test Tail: 1216 9 9673 2396

Test Head: 1248 9 74 42

Test Tail: 1248 9 74 168

Test Head: 1255 9 4811 298

Test Tail: 1255 9 4811 1513

Test Head: 1255 9 6960 5

Test Tail: 1255 9 6960 23

Test Head: 1266 9 10264 157

Test Tail: 1266 9 10264 2208

Test Head: 1269 9 14234 324

Test Tail: 1269 9 14234 711

Test Head: 1298 9 3529 84

Test Tail: 1298 9 3529 689

Test Head: 1298 9 4019 91

Test Tail: 1298 9 4019 785

Test Head: 1298 9 14336 295

Test Tail: 1298 9 14336 1603

Test Head: 1322 9 14304 484

Test Tail: 1322 9 14304 2241

Test Head: 1324 9 1518 79

Test Tail: 1324 9 1518 400

Test Head: 1330 9 2210 6

Test Tail: 1330 9 2210 6

Test Head: 1330 9 11744 1

Test Tail: 1330 9 11744 5

Test Head: 1343 9 2004 723

Test Tail: 1343 9 2004 279

Test Head: 1345 9 7099 104

Test Tail: 1345 9 7099 1501

Test Head: 1351 9 10275 143

Test Tail: 1351 9 10275 8726

Test Head: 1355 9 12505 738

Test Tail: 1355 9 12505 2696

Test Head: 1355 9 12982 235

Test Tail: 1355 9 12982 332

Test Head: 1358 9 14850 291

Test Tail: 1358 9 14850 10053

Test Head: 1386 9 7213 97

Test Tail: 1386 9 7213 1295

Test Head: 1390 9 11366 111

Test Tail: 1390 9 11366 450

Test Head: 1399 9 1784 9

Test Tail: 1399 9 1784 15

Test Head: 1413 9 8980 41

Test Tail: 1413 9 8980 403

Test Head: 1413 9 12090 482

Test Tail: 1413 9 12090 2425

Test Head: 1430 9 5219 62

Test Tail: 1430 9 5219 1064

Test Head: 1486 9 14878 906

Test Tail: 1486 9 14878 11372

Test Head: 1505 9 14770 239

Test Tail: 1505 9 14770 1920

Test Head: 1517 9 1677 6

Test Tail: 1517 9 1677 28

Test Head: 1519 9 14780 60

Test Tail: 1519 9 14780 6638

Test Head: 1529 9 13233 470

Test Tail: 1529 9 13233 3418

Test Head: 1539 9 7220 72

Test Tail: 1539 9 7220 809

Test Head: 1543 9 10636 1

Test Tail: 1543 9 10636 3

Test Head: 1558 9 9560 352

Test Tail: 1558 9 9560 1042

Test Head: 1566 9 6234 50

Test Tail: 1566 9 6234 688

Test Head: 1566 9 10062 359

Test Tail: 1566 9 10062 2225

Test Head: 1570 9 7958 206

Test Tail: 1570 9 7958 1404

Test Head: 1570 9 10973 1

Test Tail: 1570 9 10973 0

Test Head: 1597 9 14739 75

Test Tail: 1597 9 14739 9157

Test Head: 1608 9 4129 159

Test Tail: 1608 9 4129 159

Test Head: 1622 9 14667 412

Test Tail: 1622 9 14667 10554

Test Head: 1632 9 106 102

Test Tail: 1632 9 106 655

Test Head: 1667 9 5394 106

Test Tail: 1667 9 5394 1217

Test Head: 1667 9 8458 54

Test Tail: 1667 9 8458 1592

Test Head: 1700 9 1238 5

Test Tail: 1700 9 1238 25

Test Head: 1700 9 4115 10

Test Tail: 1700 9 4115 68

Test Head: 1712 9 11115 148

Test Tail: 1712 9 11115 966

Test Head: 1743 9 9319 31

Test Tail: 1743 9 9319 374

Test Head: 1758 9 6342 12

Test Tail: 1758 9 6342 202

Test Head: 1758 9 12511 2

Test Tail: 1758 9 12511 44

Test Head: 1783 9 3869 8

Test Tail: 1783 9 3869 9

Test Head: 1783 9 12901 10

Test Tail: 1783 9 12901 29

Test Head: 1791 9 2720 1

Test Tail: 1791 9 2720 2

Test Head: 1807 9 13615 1074

Test Tail: 1807 9 13615 1296

Test Head: 1840 9 11731 464

Test Tail: 1840 9 11731 3210

Test Head: 1842 9 13248 152

Test Tail: 1842 9 13248 255

Test Head: 1842 9 13819 122

Test Tail: 1842 9 13819 793

Test Head: 1867 9 12485 45

Test Tail: 1867 9 12485 110

Test Head: 1883 9 1094 115

Test Tail: 1883 9 1094 1204

Test Head: 1893 9 13420 638

Test Tail: 1893 9 13420 2766

Test Head: 1899 9 12852 486

Test Tail: 1899 9 12852 1750

Test Head: 1923 9 13122 1160

Test Tail: 1923 9 13122 2352

Test Head: 1928 9 8001 254

Test Tail: 1928 9 8001 2037

Test Head: 1928 9 12677 20

Test Tail: 1928 9 12677 971

Test Head: 1941 9 6874 250

Test Tail: 1941 9 6874 589

Test Head: 1982 9 9983 3403

Test Tail: 1982 9 9983 1912

Test Head: 1984 9 2838 377

Test Tail: 1984 9 2838 558

Test Head: 2006 9 3632 117

Test Tail: 2006 9 3632 1022

Test Head: 2006 9 5256 209

Test Tail: 2006 9 5256 1699

Test Head: 2006 9 11810 202

Test Tail: 2006 9 11810 1486

Test Head: 2012 9 13985 0

Test Tail: 2012 9 13985 2

Test Head: 2015 9 2557 313

Test Tail: 2015 9 2557 3486

Test Head: 2019 9 11010 0

Test Tail: 2019 9 11010 0

Test Head: 2037 9 11143 3084

Test Tail: 2037 9 11143 2010

Test Head: 2068 9 4287 360

Test Tail: 2068 9 4287 1583

Test Head: 2074 9 8980 216

Test Tail: 2074 9 8980 1164

Test Head: 2076 9 819 6

Test Tail: 2076 9 819 14

Test Head: 2106 9 2082 11

Test Tail: 2106 9 2082 15

Test Head: 2116 9 4572 248

Test Tail: 2116 9 4572 988

Test Head: 2116 9 12363 458

Test Tail: 2116 9 12363 1675

Test Head: 2125 9 4468 204

Test Tail: 2125 9 4468 874

Test Head: 2131 9 3118 162

Test Tail: 2131 9 3118 530

Test Head: 2142 9 4179 167

Test Tail: 2142 9 4179 2817

Test Head: 2166 9 12854 621

Test Tail: 2166 9 12854 356

Test Head: 2167 9 12854 168

Test Tail: 2167 9 12854 286

Test Head: 2167 9 14581 736

Test Tail: 2167 9 14581 10380

Test Head: 2200 9 12169 1248

Test Tail: 2200 9 12169 232

Test Head: 2215 9 4081 118

Test Tail: 2215 9 4081 219

Test Head: 2215 9 4530 186

Test Tail: 2215 9 4530 1824

Test Head: 2222 9 9325 0

Test Tail: 2222 9 9325 4

Test Head: 2252 9 14746 181

Test Tail: 2252 9 14746 11836

Test Head: 2274 9 580 414

Test Tail: 2274 9 580 430

Test Head: 2274 9 5031 34

Test Tail: 2274 9 5031 73

Test Head: 2285 9 8940 22

Test Tail: 2285 9 8940 242

Test Head: 2297 9 7246 7

Test Tail: 2297 9 7246 20

Test Head: 2306 9 11670 72

Test Tail: 2306 9 11670 563

Test Head: 2344 9 3939 579

Test Tail: 2344 9 3939 952

Test Head: 2344 9 7165 5

Test Tail: 2344 9 7165 23

Test Head: 2344 9 13727 280

Test Tail: 2344 9 13727 1166

Test Head: 2353 9 3936 0

Test Tail: 2353 9 3936 0

Test Head: 2360 9 1101 51

Test Tail: 2360 9 1101 131

Test Head: 2360 9 14387 492

Test Tail: 2360 9 14387 1834

Test Head: 2365 9 12087 679

Test Tail: 2365 9 12087 1277

Test Head: 2401 9 2134 2

Test Tail: 2401 9 2134 7

Test Head: 2436 9 14874 481

Test Tail: 2436 9 14874 8481

Test Head: 2447 9 13338 3

Test Tail: 2447 9 13338 20

Test Head: 2464 9 6773 3

Test Tail: 2464 9 6773 1

Test Head: 2483 9 3045 138

Test Tail: 2483 9 3045 777

Test Head: 2501 9 6362 24

Test Tail: 2501 9 6362 128

Test Head: 2545 9 14870 315

Test Tail: 2545 9 14870 8937

Test Head: 2562 9 1762 1209

Test Tail: 2562 9 1762 1440

Test Head: 2576 9 8439 30

Test Tail: 2576 9 8439 786

Test Head: 2609 9 508 78

Test Tail: 2609 9 508 1089

Test Head: 2609 9 852 142

Test Tail: 2609 9 852 1178

Test Head: 2609 9 2671 109

Test Tail: 2609 9 2671 1302

Test Head: 2609 9 13349 112

Test Tail: 2609 9 13349 815

Test Head: 2624 9 6544 104

Test Tail: 2624 9 6544 262

Test Head: 2635 9 13398 47

Test Tail: 2635 9 13398 592

Test Head: 2691 9 5349 135

Test Tail: 2691 9 5349 2250

Test Head: 2691 9 6732 2

Test Tail: 2691 9 6732 4

Test Head: 2708 9 4191 159

Test Tail: 2708 9 4191 3214

Test Head: 2714 9 1849 40

Test Tail: 2714 9 1849 54

Test Head: 2714 9 7167 136

Test Tail: 2714 9 7167 805

Test Head: 2790 9 14873 399

Test Tail: 2790 9 14873 12757

Test Head: 2792 9 5152 9

Test Tail: 2792 9 5152 37

Test Head: 2796 9 6325 5

Test Tail: 2796 9 6325 92

Test Head: 2877 9 6163 425

Test Tail: 2877 9 6163 283

Test Head: 2912 9 909 400

Test Tail: 2912 9 909 271

Test Head: 2960 9 14673 458

Test Tail: 2960 9 14673 4253

Test Head: 2962 9 4165 1408

Test Tail: 2962 9 4165 1424

Test Head: 2988 9 1668 15

Test Tail: 2988 9 1668 55

Test Head: 2988 9 2479 156

Test Tail: 2988 9 2479 861

Test Head: 2996 9 9585 0

Test Tail: 2996 9 9585 1

Test Head: 3028 9 5758 381

Test Tail: 3028 9 5758 3182

Test Head: 3028 9 8061 72

Test Tail: 3028 9 8061 172

Test Head: 3031 9 14981 2000

Test Tail: 3031 9 14981 13056

Test Head: 3037 9 1594 5

Test Tail: 3037 9 1594 23

Test Head: 3037 9 4187 6

Test Tail: 3037 9 4187 23

Test Head: 3037 9 13266 3

Test Tail: 3037 9 13266 3

Test Head: 3037 9 14840 138

Test Tail: 3037 9 14840 8653

Test Head: 3044 9 7601 152

Test Tail: 3044 9 7601 687

Test Head: 3044 9 9113 55

Test Tail: 3044 9 9113 575

Test Head: 3051 9 2097 502

Test Tail: 3051 9 2097 2027

Test Head: 3053 9 6661 413

Test Tail: 3053 9 6661 512

Test Head: 3057 9 14814 669

Test Tail: 3057 9 14814 10914

Test Head: 3058 9 6015 254

Test Tail: 3058 9 6015 550

Test Head: 3065 9 9896 7244

Test Tail: 3065 9 9896 8216

Test Head: 3103 9 14883 248

Test Tail: 3103 9 14883 11334

Test Head: 3120 9 7020 0

Test Tail: 3120 9 7020 4

Test Head: 3157 9 3339 70

Test Tail: 3157 9 3339 784

Test Head: 3157 9 10794 207

Test Tail: 3157 9 10794 1532

Test Head: 3163 9 3881 8

Test Tail: 3163 9 3881 184

Test Head: 3186 9 10711 0

Test Tail: 3186 9 10711 0

Test Head: 3235 9 4142 4

